	ZipCode	Latitude	Longitude	YearBuilt	NumberofBuildings	NumberofFloors	PropertyGFATotal	ENERGYSTARScore	SiteEnergyUse(kBtu)	TotalGHGEmissions	Distribution Center	Hotel	Office	Other	Refrigerated Warehouse	Retail Store	Self-Storage Facility	Senior Care Community	Supermarket / Grocery Store	Warehouse	Worship Facility	Public services	Library	Banks	Education	Manufacturing/Industrial Plant	Food Service	Mall	General Medical	Data Center	Entertainment
2449	98122.0	47.61466	-122.31983999999999	1920.0	1.0	1.0	30240.0	78.0	1264626.875	18.19	0.0	0.0	0.0	0.0	0.0	32205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	714.0	0.0	0.0	0.0	0.0
2454	98105.0	47.65729	-122.31936999999999	1962.0	1.0	2.0	28586.0		5078204.0	35.4	0.0	0.0	0.0	27022.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2457	98104.0	47.59766	-122.32394	1908.0	1.0	3.0	28800.0		4644346.0	190.45	0.0	21600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7200.0	0.0	0.0	0.0	0.0
2459	98104.0	47.59697	-122.32473999999999	1913.0	1.0	3.0	28800.0		899924.1875	29.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2460	98104.0	47.59644	-122.32415	1979.0	1.0	3.0	35202.0	2.0	3605755.5	25.14	0.0	0.0	24227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2467	98101.0	47.61318	-122.32746999999999	1969.0	1.0	6.0	95117.0	1.0	7202141.5	183.79	0.0	0.0	0.0	26082.0	0.0	0.0	0.0	69035.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2469	98122.0	47.614259999999994	-122.32661	1910.0	1.0	2.0	24600.0	69.0	331059.5	5.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2471	98104.0	47.605140000000006	-122.32613	1900.0	1.0	1.0	48850.0		1063480.5	65.05	0.0	0.0	4325.0	3700.0	0.0	0.0	0.0	0.0	0.0	0.0	28725.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2482	98116.0	47.58767	-122.38672	1961.0	1.0	3.0	54863.0	100.0	2037720.625	14.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109726.0	0.0	0.0
2489	98108.0	47.55317	-122.33288999999999	1964.0	1.0	1.0	25000.0		1989103.875	65.89	0.0	0.0	4107.0	0.0	0.0	0.0	0.0	0.0	0.0	13393.0	0.0	0.0	0.0	0.0	0.0	0.0	7500.0	0.0	0.0	0.0	0.0
2490	98134.0	47.555440000000004	-122.33294	1960.0	1.0	1.0	25000.0		287132.5	8.61	0.0	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	24000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2491	98108.0	47.55523	-122.33448	1927.0	1.0	1.0	22622.0		774075.6875	26.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23000.0	0.0	0.0	0.0	0.0	0.0
2492	98122.0	47.615429999999996	-122.32656999999999	1917.0	1.0	3.0	27544.0	94.0	1031667.5	17.41	0.0	0.0	22365.0	3744.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2506	98121.0	47.61161	-122.34591999999999	1989.0	1.0	7.0	47415.0		1478979.25	10.31	0.0	0.0	25884.0	5713.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2512	98109.0	47.63644	-122.34218	1961.0	1.0	3.0	22960.0		2266983.0	95.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22960.0
2514	98112.0	47.62048	-122.31386	1998.0	1.0	1.0	44739.0	17.0	14585813.0	393.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2518	98105.0	47.66816	-122.27706	1948.0	1.0	1.0	22778.0		2470566.0	120.86	0.0	0.0	12923.0	0.0	0.0	21194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3720.0	0.0	0.0	0.0	0.0
2519	98117.0	47.68517	-122.38733	1956.0	1.0	2.0	21562.0	20.0	866806.0	37.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21052.0	0.0	0.0	0.0	400.0	0.0	0.0	0.0	0.0	0.0	0.0
2521	98122.0	47.62322	-122.29006000000001	1959.0	1.0	1.0	25753.0		1378130.25	62.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25753.0
2522	98112.0	47.62816	-122.28067	1928.0	1.0	3.0	71280.0		22767828.0	861.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71280.0
2523	98112.0	47.63408	-122.28483	1925.0	1.0	3.0	38297.0	85.0	1845150.625	69.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38297.0	0.0	0.0	0.0	0.0	0.0	0.0
2524	98112.0	47.63429	-122.27651999999999	1963.0	1.0	16.0	153312.0	51.0	20628680.0	792.6	0.0	0.0	0.0	72317.0	0.0	0.0	0.0	148590.0	0.0	0.0	4722.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2530	98121.0	47.618109999999994	-122.33908000000001	2009.0	1.0	19.0	1206670.0	87.0	27684480.0	393.29	0.0	0.0	319361.0	177210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2535	98118.0	47.53857	-122.28026000000001	1968.0	1.0	1.0	24200.0	73.0	826488.6875	22.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2540	98109.0	47.636509999999994	-122.34418000000001	1981.0	1.0	4.0	23513.0		1740568.25	49.79	0.0	0.0	2600.0	1800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2547	98126.0	47.56785	-122.37038999999999	1994.0	1.0	3.0	66610.0		640377.0	18.81	0.0	0.0	0.0	0.0	0.0	0.0	66720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2548	98134.0	47.56774	-122.33288999999999	1950.0	1.0	1.0	36000.0		3646053.75	58.79	0.0	0.0	1400.0	34000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2559	98133.0	47.71387	-122.3535	1938.0	1.0	2.0	23222.0	62.0	1219863.125	55.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15006.0	0.0	0.0	0.0	0.0	0.0	0.0
2562	98122.0	47.614259999999994	-122.3253	1924.0	1.0	2.0	24476.0		2662054.25	91.69	0.0	0.0	5872.0	0.0	0.0	5375.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7501.0
2564	98122.0	47.613859999999995	-122.32481000000001	1910.0	1.0	2.0	24750.0		782343.8125	28.07	0.0	0.0	1250.0	0.0	0.0	19240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2567	98122.0	47.61339	-122.32593999999999	1904.0	1.0	3.0	60000.0	52.0	3625407.5	121.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48783.0	0.0	0.0	0.0	0.0	0.0	0.0
2568	98122.0	47.61449	-122.32592	1954.0	1.0	2.0	46560.0		690557.6875	17.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46560.0
2575	98109.0	47.63303	-122.34268	1980.0	1.0	3.0	30408.0	61.0	1440554.25	10.04	0.0	0.0	0.0	5408.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2579	98109.0	47.63439	-122.34078000000001	1920.0	1.0	3.0	30109.0	89.0	1465795.75	34.03	0.0	0.0	28400.0	7200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2581	98126.0	47.55257	-122.38018999999998	1964.0	1.0	2.0	39929.0	82.0	1813718.0	47.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39929.0	0.0	0.0	0.0	0.0	0.0	0.0
2583	98119.0	47.63985	-122.36712	1960.0	1.0	2.0	25481.0	92.0	917100.3125	38.59	0.0	0.0	25481.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2584	98118.0	47.53515	-122.26556000000001	1967.0	1.0	1.0	141297.0	76.0	19423344.0	717.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2593	98109.0	47.62298	-122.33081999999999	1912.0	1.0	2.0	27788.0	73.0	2119806.25	35.99	0.0	0.0	32610.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4874.0	0.0	0.0	0.0	0.0
2603	98133.0	47.729	-122.34473	1990.0	1.0	4.0	41704.0	73.0	1943899.25	58.52	0.0	41704.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2606	98134.0	47.566829999999996	-122.33358	1941.0	1.0	2.0	22324.0	53.0	588856.125	22.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2607	98134.0	47.5661	-122.33358	1946.0	1.0	2.0	31360.0		1725108.25	39.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32000.0
2608	98134.0	47.56555	-122.33362	1947.0	1.0	1.0	30496.0		1992158.25	46.01	0.0	0.0	8012.0	0.0	0.0	14344.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10272.0	0.0	0.0	0.0	0.0	0.0
2614	98122.0	47.61545	-122.3238	1922.0	1.0	3.0	27600.0	84.0	1072151.375	12.57	0.0	0.0	13175.0	0.0	0.0	9175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2623	98103.0	47.66312	-122.35311000000002	1961.0	1.0	2.0	55974.0	98.0	6135173.0	203.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2626	98118.0	47.53074	-122.28491000000001	1971.0	1.0	2.0	52901.0	75.0	2240342.0	60.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52901.0	0.0	0.0	0.0	0.0	0.0	0.0
2628	98125.0	47.70883	-122.28886999999999	1954.0	1.0	1.0	22583.0	95.0	1981360.0	70.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22583.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2631	98103.0	47.66117	-122.3391	1997.0	1.0	3.0	31686.0	35.0	2305643.5	16.07	0.0	0.0	25927.0	6750.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3743.0	0.0	0.0	0.0	0.0
2632	98103.0	47.6483	-122.33438000000001	1981.0	1.0	3.0	26694.0	92.0	720170.6875	5.02	0.0	0.0	24914.0	4720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2636	98133.0	47.70833	-122.34428999999999	1972.0	1.0	1.0	29400.0	69.0	227509.5	1.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2637	98108.0	47.547740000000005	-122.32091000000001	1992.0	1.0	3.0	22452.0	85.0	1244150.0	41.88	0.0	22452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2642	98105.0	47.66148	-122.31278999999999	1912.0	1.0	2.0	25767.0	22.0	1581352.75	11.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2643	98105.0	47.66188	-122.31278999999999	1953.0	1.0	4.0	33910.0	75.0	1822834.25	38.21	0.0	0.0	14462.0	0.0	0.0	14585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2644	98105.0	47.6645	-122.31223999999999	1927.0	1.0	2.0	78401.0		2462408.25	87.41	0.0	0.0	9940.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62400.0	0.0	0.0	0.0	4960.0	0.0	0.0	0.0	0.0	0.0	0.0
2654	98103.0	47.64748	-122.33435	1979.0	1.0	2.0	78716.0	38.0	4103800.75	48.13	0.0	0.0	29399.0	0.0	0.0	6278.0	0.0	0.0	0.0	41275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2655	98103.0	47.66389	-122.33691999999999	1910.0	1.0	2.0	33300.0	92.0	1594733.625	69.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30740.0	0.0	0.0	0.0	0.0	0.0	0.0
2656	98103.0	47.66185	-122.33594	1957.0	1.0	1.0	28808.0	29.0	9232576.0	226.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2667	98105.0	47.66345	-122.3134	1957.0	1.0	1.0	27966.0	58.0	1100499.75	7.67	0.0	0.0	20962.0	7004.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2668	98105.0	47.66429	-122.31388999999999	1950.0	1.0	1.0	26226.0	37.0	7588060.5	156.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25828.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2671	98105.0	47.6616	-122.31393	1976.0	1.0	2.0	34948.0	17.0	1159807.125	8.09	0.0	0.0	0.0	19183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19183.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2680	98102.0	47.6342	-122.32661	1998.0	1.0	3.0	37639.0		6197824.5	43.21	0.0	0.0	20434.0	7557.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2682	98104.0	47.60102	-122.33378	1900.0	1.0	4.0	22840.0	64.0	881386.1875	6.14	0.0	0.0	18400.0	4440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2683	98104.0	47.60135	-122.33327	1900.0	1.0	1.0	21420.0		810636.875	9.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5000.0
2684	98104.0	47.6011	-122.33197	1900.0	1.0	1.0	20880.0	94.0	683274.0	4.76	0.0	0.0	20880.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2686	98104.0	47.59938	-122.33197	1966.0	1.0	3.0	26000.0		1063035.875	18.62	0.0	0.0	13000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13000.0
2687	98104.0	47.599540000000005	-122.33201000000001	1900.0	1.0	3.0	38675.0		1938776.75	43.91	0.0	0.0	12100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4281.0	0.0	0.0	0.0	0.0
2688	98104.0	47.59986	-122.33195	1929.0	1.0	4.0	49951.0		5134446.0	185.33	0.0	0.0	32039.0	24035.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2691	98118.0	47.5195	-122.26935	2010.0	1.0	2.0	25880.0	8.0	1941728.75	19.81	0.0	0.0	25880.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2695	98105.0	47.66517	-122.31036999999999	1927.0	1.0	3.0	41013.0		1080821.0	37.43	0.0	0.0	2310.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32098.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2697	98105.0	47.66453	-122.30998999999998	2004.0	1.0	2.0	21075.0		1581036.75	53.88	0.0	0.0	3000.0	18075.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2699	98133.0	47.67842	-122.31948999999999	1950.0	1.0	3.0	46485.0	83.0	1544995.75	47.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63922.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2704	98115.0	47.67819	-122.3231	1965.0	1.0	4.0	56896.0	96.0	1402048.5	28.46	0.0	0.0	40768.0	16128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2706	98115.0	47.67783	-122.32576999999999	1978.0	1.0	2.0	27500.0	60.0	577123.125	14.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2707	98104.0	47.59856	-122.33248	1930.0	1.0	2.0	36630.0	90.0	541943.3125	3.78	11000.0	0.0	22000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2708	98104.0	47.599540000000005	-122.33115	1900.0	1.0	3.0	26830.0		2099386.75	60.93	0.0	0.0	16838.0	10000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2709	98104.0	47.599709999999995	-122.33065	1906.0	1.0	5.0	41920.0	95.0	1103594.75	7.69	0.0	0.0	41920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2710	98104.0	47.60048	-122.33157	1905.0	1.0	5.0	36879.0	92.0	1537570.25	26.94	0.0	0.0	44000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2711	98104.0	47.60055	-122.33057	1904.0	1.0	6.0	29820.0		1601955.625	35.72	0.0	0.0	0.0	29820.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2715	98104.0	47.60026	-122.3299	1905.0	1.0	2.0	33640.0	70.0	1078535.75	7.52	0.0	0.0	27322.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2716	98104.0	47.59986	-122.32987	1906.0	1.0	4.0	43484.0	18.0	1567040.75	10.92	0.0	0.0	7537.0	0.0	0.0	9531.0	0.0	0.0	0.0	26416.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2720	98104.0	47.599	-122.32717	1900.0	1.0	3.0	22480.0		981009.125	6.84	0.0	0.0	10800.0	10800.0	0.0	7200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2721	98104.0	47.5985	-122.32677	1925.0	1.0	4.0	33018.0	49.0	4857581.5	173.67	0.0	23193.0	0.0	0.0	0.0	6165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2723	98134.0	47.5962	-122.32548	1970.0	1.0	2.0	26510.0	91.0	987063.6875	11.18	0.0	0.0	30800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2737	98105.0	47.65429	-122.32618000000001	1938.0	1.0	1.0	40028.0	80.0	942415.1875	6.76	0.0	0.0	6200.0	0.0	0.0	10208.0	0.0	0.0	0.0	33222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2738	98105.0	47.653729999999996	-122.32721000000001	2007.0	1.0	3.0	44510.0	23.0	2188051.25	15.25	0.0	0.0	26282.0	18228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2739	98125.0	47.71705	-122.28577	1954.0	1.0	1.0	21624.0	90.0	666687.5	20.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21624.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2742	98103.0	47.6763	-122.3285	1970.0	1.0	1.0	42239.0	83.0	2145603.5	72.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48799.0	0.0	0.0	0.0	0.0	0.0	0.0
2744	98105.0	47.668279999999996	-122.3266	1925.0	1.0	3.0	51360.0	89.0	1403094.75	30.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51026.0	0.0	0.0	0.0	0.0	0.0	0.0
2747	98104.0	47.59819	-122.32598999999999	1993.0	1.0	3.0	21600.0		1539176.625	32.42	0.0	0.0	11600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000.0	0.0	0.0	0.0	0.0
2748	98104.0	47.59769	-122.32536999999999	1909.0	1.0	3.0	20620.0		747456.875	20.78	0.0	0.0	0.0	5280.0	0.0	5280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2751	98104.0	47.59983	-122.32598	1910.0	1.0	5.0	40552.0	99.0	1200180.875	53.25	0.0	40552.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2759	98104.0	47.60105	-122.32542	1909.0	1.0	3.0	31432.0		1439572.375	10.04	0.0	0.0	23059.0	1248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2761	98104.0	47.59935	-122.32468	1917.0	1.0	2.0	24550.0	100.0	977230.3125	6.73	0.0	0.0	11050.0	0.0	0.0	13500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2767	98105.0	47.65753	-122.32405	2000.0	1.0	2.0	61052.0	80.0	2366929.5	47.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61052.0	0.0	0.0	0.0	0.0	0.0	0.0
2770	98122.0	47.60285	-122.31458	1908.0	1.0	3.0	25864.0		1028277.313	34.61	0.0	0.0	8420.0	13364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2774	98105.0	47.66192	-122.30998000000001	1924.0	1.0	3.0	20686.0		1207504.0	42.71	0.0	0.0	0.0	20686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2775	98105.0	47.6617	-122.31007	1929.0	1.0	3.0	22124.0	82.0	637685.0	4.45	0.0	0.0	0.0	22124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2778	98105.0	47.662890000000004	-122.30863000000001	1926.0	1.0	3.0	27487.0	82.0	1594504.875	65.95	0.0	0.0	0.0	27487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2779	98105.0	47.661640000000006	-122.30873999999999	1926.0	1.0	4.0	23616.0	55.0	1656420.25	53.65	0.0	0.0	0.0	23616.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2781	98105.0	47.66238	-122.30801000000001	1976.0	1.0	3.0	33448.0	78.0	998633.5	6.96	0.0	0.0	0.0	33448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2782	98122.0	47.60153	-122.31986	2005.0	1.0	2.0	29508.0		2217620.0	81.24	0.0	0.0	0.0	6569.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8183.0
